dataset_name	lat	lon	temperature	windspeed	wind_moment2	wind_moment3	ice_coverage	air_pressure	salinity	xCO2air	fCO2water	year	month	day	hour	minute	second
steinhoff	45.727	-56.492	16.150	4.229	17.884	75.632	0.000	999.700	31.630	393.173	370.600	2013	10	4	15	41	25
steinhoff	45.727	-56.492	16.170	4.229	17.884	75.632	0.000	1000.500	31.610	393.173	370.200	2013	10	4	15	42	24
steinhoff	45.729	-56.479	16.180	4.229	17.884	75.632	0.000	1000.500	31.600	393.173	370.100	2013	10	4	15	43	23
steinhoff	45.729	-56.479	16.180	4.229	17.884	75.632	0.000	1000.500	31.590	393.173	370.100	2013	10	4	15	44	22
steinhoff	45.731	-56.467	16.190	4.229	17.884	75.632	0.000	1000.000	31.580	393.173	370.200	2013	10	4	15	45	20
steinhoff	45.731	-56.467	16.190	4.229	17.884	75.632	0.000	1000.000	31.570	393.173	370.200	2013	10	4	15	46	19
steinhoff	45.733	-56.454	16.190	4.229	17.884	75.632	0.000	1000.000	31.560	393.173	370.000	2013	10	4	15	47	18
steinhoff	45.733	-56.454	16.190	4.229	17.884	75.632	0.000	1000.500	31.560	393.173	369.900	2013	10	4	15	48	17
steinhoff	45.733	-56.454	16.190	4.229	17.884	75.632	0.000	1001.400	31.560	393.173	369.600	2013	10	4	15	49	16
steinhoff	45.735	-56.442	16.190	4.229	17.884	75.632	0.000	1001.200	31.560	393.173	369.600	2013	10	4	15	50	15
steinhoff	45.735	-56.442	16.190	4.229	17.884	75.632	0.000	1001.400	31.560	393.173	369.700	2013	10	4	15	51	14
steinhoff	45.737	-56.429	16.190	4.229	17.884	75.632	0.000	1001.200	31.570	393.173	369.500	2013	10	4	15	52	12
steinhoff	45.737	-56.429	16.190	4.229	17.884	75.632	0.000	1001.400	31.560	393.173	369.000	2013	10	4	15	53	11
steinhoff	45.739	-56.416	16.180	4.229	17.884	75.632	0.000	1001.400	31.570	393.173	368.800	2013	10	4	15	54	10
steinhoff	45.739	-56.416	16.180	4.229	17.884	75.632	0.000	1001.000	31.570	393.173	368.800	2013	10	4	15	55	9
steinhoff	45.741	-56.404	16.180	4.229	17.884	75.632	0.000	1001.300	31.560	393.173	368.700	2013	10	4	15	56	8
steinhoff	45.741	-56.404	16.180	4.229	17.884	75.632	0.000	1001.100	31.560	393.173	368.500	2013	10	4	15	57	17
steinhoff	45.743	-56.391	16.190	4.229	17.884	75.632	0.000	1000.800	31.550	393.173	368.300	2013	10	4	15	58	16
steinhoff	45.743	-56.391	16.190	4.229	17.884	75.632	0.000	1000.800	31.540	393.173	368.300	2013	10	4	15	59	15
steinhoff	45.745	-56.379	16.190	4.229	17.884	75.632	0.000	1000.800	31.520	393.173	368.700	2013	10	4	16	0	14
steinhoff	45.745	-56.379	16.190	4.229	17.884	75.632	0.000	1001.600	31.510	393.173	368.900	2013	10	4	16	1	12
steinhoff	45.748	-56.366	16.200	4.229	17.884	75.632	0.000	1001.200	31.500	393.172	368.500	2013	10	4	16	2	11
steinhoff	45.748	-56.366	16.200	4.229	17.884	75.632	0.000	1001.200	31.490	393.172	368.300	2013	10	4	16	3	10
steinhoff	45.750	-56.354	16.200	4.229	17.884	75.632	0.000	1001.200	31.480	393.172	368.400	2013	10	4	16	4	9
steinhoff	45.750	-56.354	16.210	4.229	17.884	75.632	0.000	1000.800	31.480	393.172	368.700	2013	10	4	16	5	18
steinhoff	45.752	-56.341	16.220	4.793	22.972	110.105	0.000	1001.400	31.470	393.172	369.500	2013	10	4	16	6	17
steinhoff	45.752	-56.341	16.220	4.793	22.972	110.105	0.000	1001.100	31.460	393.172	370.300	2013	10	4	16	7	16
steinhoff	45.752	-56.341	16.220	4.793	22.972	110.105	0.000	1001.000	31.450	393.172	370.100	2013	10	4	16	8	15
steinhoff	45.756	-56.316	16.230	4.793	22.972	110.105	0.000	1001.000	31.440	393.172	368.700	2013	10	4	16	12	10
steinhoff	45.757	-56.303	16.230	4.793	22.972	110.105	0.000	1001.200	31.440	393.172	368.400	2013	10	4	16	13	9
steinhoff	45.757	-56.303	16.230	4.793	22.972	110.105	0.000	1001.000	31.440	393.172	368.100	2013	10	4	16	14	8
steinhoff	45.760	-56.291	16.240	4.793	22.972	110.105	0.000	1000.600	31.430	393.172	368.100	2013	10	4	16	15	7
steinhoff	45.760	-56.291	16.240	4.793	22.972	110.105	0.000	999.900	31.430	393.172	368.500	2013	10	4	16	16	6
steinhoff	45.762	-56.278	16.250	4.793	22.972	110.105	0.000	1000.600	31.430	393.172	368.600	2013	10	4	16	17	5
steinhoff	45.762	-56.278	16.250	4.793	22.972	110.105	0.000	1000.600	31.420	393.172	368.200	2013	10	4	16	18	4
steinhoff	45.764	-56.266	16.250	4.793	22.972	110.105	0.000	1000.200	31.420	393.172	367.800	2013	10	4	16	19	2
steinhoff	45.764	-56.266	16.260	4.793	22.972	110.105	0.000	1000.600	31.420	393.172	367.400	2013	10	4	16	20	1
steinhoff	45.764	-56.266	16.260	4.793	22.972	110.105	0.000	1000.600	31.410	393.172	367.000	2013	10	4	16	21	0
steinhoff	45.766	-56.253	16.270	4.793	22.972	110.105	0.000	1001.000	31.410	393.172	366.700	2013	10	4	16	21	59
steinhoff	45.766	-56.253	16.270	4.793	22.972	110.105	0.000	1000.600	31.410	393.172	366.700	2013	10	4	16	22	58
steinhoff	45.768	-56.240	16.270	4.621	21.351	98.653	0.000	1000.300	31.410	393.172	366.900	2013	10	4	16	23	57
steinhoff	45.768	-56.240	16.270	4.621	21.351	98.653	0.000	1001.200	31.410	393.172	366.600	2013	10	4	16	24	56
steinhoff	45.769	-56.228	16.270	4.621	21.351	98.653	0.000	1000.500	31.410	393.172	366.700	2013	10	4	16	25	55
steinhoff	45.769	-56.228	16.270	4.621	21.351	98.653	0.000	1000.500	31.410	393.172	367.000	2013	10	4	16	26	53
steinhoff	45.771	-56.215	16.280	4.621	21.351	98.653	0.000	1001.100	31.410	393.172	367.200	2013	10	4	16	27	52
steinhoff	45.771	-56.215	16.280	4.621	21.351	98.653	0.000	1001.100	31.410	393.172	367.100	2013	10	4	16	28	51
steinhoff	45.773	-56.202	16.280	4.621	21.351	98.653	0.000	1000.700	31.410	393.172	366.800	2013	10	4	16	30	0
steinhoff	45.773	-56.202	16.280	4.621	21.351	98.653	0.000	1000.700	31.410	393.172	367.100	2013	10	4	16	30	59
steinhoff	45.775	-56.190	16.280	4.621	21.351	98.653	0.000	1000.500	31.410	393.172	367.500	2013	10	4	16	31	57
steinhoff	45.775	-56.190	16.280	4.621	21.351	98.653	0.000	1000.700	31.410	393.172	367.500	2013	10	4	16	32	56
steinhoff	45.777	-56.177	16.280	4.621	21.351	98.653	0.000	1000.800	31.420	393.172	367.300	2013	10	4	16	33	55
steinhoff	45.777	-56.177	16.270	4.621	21.351	98.653	0.000	1000.200	31.420	393.172	367.400	2013	10	4	16	35	4
steinhoff	45.779	-56.165	16.270	4.621	21.351	98.653	0.000	1000.100	31.420	393.172	367.400	2013	10	4	16	36	3
steinhoff	45.779	-56.165	16.260	4.621	21.351	98.653	0.000	1000.500	31.420	393.172	367.500	2013	10	4	16	37	2
steinhoff	45.781	-56.152	16.260	4.621	21.351	98.653	0.000	1000.200	31.430	393.172	367.500	2013	10	4	16	38	1
steinhoff	45.784	-56.140	16.250	4.621	21.351	98.653	0.000	1000.200	31.430	393.172	368.200	2013	10	4	16	39	58
steinhoff	45.784	-56.140	16.250	4.621	21.351	98.653	0.000	999.900	31.420	393.172	368.500	2013	10	4	16	40	57
steinhoff	45.785	-56.127	16.240	4.621	21.351	98.653	0.000	1000.000	31.430	393.171	368.600	2013	10	4	16	41	56
steinhoff	45.785	-56.127	16.240	4.621	21.351	98.653	0.000	1000.700	31.430	393.171	368.500	2013	10	4	16	42	55
steinhoff	45.787	-56.114	16.230	4.621	21.351	98.653	0.000	1000.200	31.440	393.171	368.500	2013	10	4	16	43	54
steinhoff	45.787	-56.114	16.220	4.621	21.351	98.653	0.000	1000.000	31.440	393.171	368.800	2013	10	4	16	44	53
steinhoff	45.787	-56.114	16.210	4.621	21.351	98.653	0.000	1000.300	31.440	393.171	369.000	2013	10	4	16	45	52
steinhoff	45.788	-56.102	16.200	4.621	21.351	98.653	0.000	1000.000	31.440	393.171	369.100	2013	10	4	16	46	51
steinhoff	45.788	-56.102	16.190	4.621	21.351	98.653	0.000	1000.100	31.450	393.171	369.100	2013	10	4	16	47	50
steinhoff	45.790	-56.089	16.190	4.621	21.351	98.653	0.000	999.900	31.450	393.171	369.100	2013	10	4	16	48	48
steinhoff	45.790	-56.089	16.170	4.621	21.351	98.653	0.000	1000.300	31.450	393.171	369.300	2013	10	4	16	49	47
steinhoff	45.791	-56.076	16.160	4.621	21.351	98.653	0.000	1000.100	31.460	393.171	369.500	2013	10	4	16	50	46
steinhoff	45.791	-56.076	16.140	4.621	21.351	98.653	0.000	999.900	31.460	393.171	369.800	2013	10	4	16	51	45
steinhoff	45.793	-56.063	16.110	4.621	21.351	98.653	0.000	1000.000	31.480	393.171	370.300	2013	10	4	16	52	44
steinhoff	45.793	-56.063	16.080	4.621	21.351	98.653	0.000	1000.000	31.500	393.171	371.200	2013	10	4	16	53	42
steinhoff	45.794	-56.051	16.040	4.621	21.351	98.653	0.000	1000.300	31.500	393.171	371.900	2013	10	4	16	54	41
steinhoff	45.877	-55.522	15.030	3.800	14.440	54.869	0.000	997.700	31.790	393.169	366.800	2013	10	4	18	24	16
steinhoff	45.877	-55.522	15.040	3.800	14.440	54.869	0.000	997.400	31.740	393.169	366.400	2013	10	4	18	25	15
steinhoff	45.880	-55.509	15.040	3.800	14.440	54.869	0.000	997.900	31.710	393.169	365.800	2013	10	4	18	26	14
steinhoff	45.880	-55.509	15.040	3.800	14.440	54.869	0.000	997.300	31.680	393.169	365.900	2013	10	4	18	27	12
steinhoff	45.882	-55.497	15.050	3.933	15.465	60.819	0.000	997.400	31.660	393.169	365.600	2013	10	4	18	28	21
steinhoff	45.882	-55.497	15.060	3.933	15.465	60.819	0.000	997.400	31.630	393.169	364.300	2013	10	4	18	29	20
steinhoff	45.885	-55.484	15.070	3.933	15.465	60.819	0.000	997.800	31.610	393.169	362.700	2013	10	4	18	30	20
steinhoff	45.885	-55.484	15.080	3.933	15.465	60.819	0.000	997.800	31.590	393.169	361.700	2013	10	4	18	31	19
steinhoff	45.885	-55.484	15.090	3.933	15.465	60.819	0.000	997.000	31.570	393.169	361.700	2013	10	4	18	32	18
steinhoff	45.888	-55.472	15.100	3.933	15.465	60.819	0.000	997.500	31.560	393.169	361.900	2013	10	4	18	33	17
steinhoff	45.888	-55.472	15.120	3.933	15.465	60.819	0.000	997.000	31.560	393.169	362.500	2013	10	4	18	34	15
steinhoff	45.891	-55.460	15.120	3.933	15.465	60.819	0.000	997.200	31.570	393.169	364.200	2013	10	4	18	35	14
steinhoff	45.891	-55.460	15.130	3.933	15.465	60.819	0.000	997.200	31.570	393.169	366.400	2013	10	4	18	36	13
steinhoff	45.893	-55.447	15.120	3.933	15.465	60.819	0.000	997.300	31.570	393.169	368.100	2013	10	4	18	37	12
steinhoff	45.893	-55.447	15.120	3.933	15.465	60.819	0.000	997.400	31.580	393.169	369.000	2013	10	4	18	38	11
steinhoff	45.895	-55.435	15.120	3.933	15.465	60.819	0.000	997.200	31.580	393.169	369.500	2013	10	4	18	39	9
steinhoff	45.895	-55.435	15.120	3.933	15.465	60.819	0.000	997.400	31.590	393.169	369.500	2013	10	4	18	40	8
steinhoff	45.897	-55.422	15.110	3.933	15.465	60.819	0.000	997.500	31.590	393.168	369.300	2013	10	4	18	41	7
steinhoff	45.897	-55.422	15.110	3.933	15.465	60.819	0.000	997.400	31.600	393.168	369.100	2013	10	4	18	42	6
steinhoff	45.902	-55.397	15.070	3.933	15.465	60.819	0.000	997.500	31.600	393.168	371.100	2013	10	4	18	46	1
steinhoff	45.902	-55.397	15.060	3.933	15.465	60.819	0.000	997.500	31.610	393.168	371.700	2013	10	4	18	47	0
steinhoff	45.904	-55.385	15.040	3.933	15.465	60.819	0.000	997.400	31.610	393.168	372.300	2013	10	4	18	47	59
steinhoff	45.904	-55.385	15.030	3.933	15.465	60.819	0.000	997.300	31.610	393.168	373.000	2013	10	4	18	48	58
steinhoff	45.907	-55.372	15.020	3.933	15.465	60.819	0.000	997.400	31.610	393.168	373.500	2013	10	4	18	49	57
steinhoff	45.907	-55.372	15.020	3.933	15.465	60.819	0.000	997.200	31.610	393.168	373.900	2013	10	4	18	50	55
steinhoff	45.909	-55.360	15.020	3.933	15.465	60.819	0.000	997.300	31.600	393.168	374.100	2013	10	4	18	51	54
steinhoff	45.909	-55.360	15.030	3.933	15.465	60.819	0.000	996.900	31.600	393.168	374.500	2013	10	4	18	52	53
steinhoff	45.911	-55.347	15.030	3.933	15.465	60.819	0.000	996.900	31.590	393.168	374.800	2013	10	4	18	53	52
steinhoff	45.911	-55.347	15.030	3.933	15.465	60.819	0.000	997.400	31.590	393.168	375.000	2013	10	4	18	54	51
steinhoff	45.913	-55.335	15.030	3.933	15.465	60.819	0.000	996.600	31.590	393.168	375.100	2013	10	4	18	55	49
steinhoff	45.913	-55.335	15.030	3.933	15.465	60.819	0.000	996.900	31.590	393.168	375.300	2013	10	4	18	56	48
steinhoff	45.916	-55.322	15.030	3.933	15.465	60.819	0.000	997.300	31.650	393.168	374.600	2013	10	4	18	57	47
steinhoff	45.916	-55.322	15.040	3.933	15.465	60.819	0.000	997.000	31.670	393.168	373.800	2013	10	4	18	58	46
steinhoff	45.918	-55.310	15.040	3.933	15.465	60.819	0.000	996.800	31.670	393.168	372.400	2013	10	4	18	59	45
steinhoff	45.918	-55.310	15.040	3.933	15.465	60.819	0.000	997.300	31.660	393.168	371.100	2013	10	4	19	0	44
steinhoff	45.918	-55.310	15.040	3.933	15.465	60.819	0.000	997.000	31.640	393.168	369.700	2013	10	4	19	1	42
steinhoff	45.920	-55.297	15.030	3.933	15.465	60.819	0.000	996.600	31.640	393.168	369.300	2013	10	4	19	2	41
steinhoff	45.920	-55.297	15.020	3.933	15.465	60.819	0.000	997.200	31.620	393.168	367.700	2013	10	4	19	3	40
steinhoff	45.923	-55.285	15.010	3.933	15.465	60.819	0.000	996.900	31.610	393.168	367.200	2013	10	4	19	4	39
steinhoff	45.923	-55.285	15.000	3.933	15.465	60.819	0.000	996.800	31.600	393.168	368.300	2013	10	4	19	5	38
steinhoff	45.925	-55.272	14.980	3.933	15.465	60.819	0.000	996.800	31.600	393.168	369.200	2013	10	4	19	6	37
steinhoff	45.925	-55.272	14.950	3.933	15.465	60.819	0.000	996.800	31.610	393.168	370.600	2013	10	4	19	7	35
steinhoff	45.928	-55.260	14.920	3.933	15.465	60.819	0.000	997.000	31.630	393.168	372.200	2013	10	4	19	8	34
steinhoff	45.928	-55.260	14.890	3.933	15.465	60.819	0.000	997.300	31.650	393.168	373.600	2013	10	4	19	9	33
steinhoff	45.930	-55.247	14.850	4.038	16.303	65.825	0.000	997.200	31.660	393.168	375.100	2013	10	4	19	10	32
steinhoff	45.930	-55.247	14.810	4.038	16.303	65.825	0.000	997.300	31.680	393.168	376.300	2013	10	4	19	11	31
steinhoff	45.932	-55.235	14.780	4.038	16.303	65.825	0.000	997.300	31.690	393.168	376.700	2013	10	4	19	12	30
steinhoff	45.932	-55.235	14.750	4.038	16.303	65.825	0.000	996.600	31.700	393.168	377.400	2013	10	4	19	13	29
steinhoff	45.935	-55.222	14.740	4.038	16.303	65.825	0.000	996.800	31.690	393.167	376.900	2013	10	4	19	14	27
steinhoff	45.935	-55.222	14.730	4.038	16.303	65.825	0.000	996.800	31.680	393.167	376.300	2013	10	4	19	15	26
steinhoff	45.937	-55.210	14.730	4.038	16.303	65.825	0.000	997.200	31.660	393.167	376.300	2013	10	4	19	16	25
steinhoff	45.937	-55.210	14.730	4.038	16.303	65.825	0.000	996.700	31.660	393.167	376.600	2013	10	4	19	17	24
steinhoff	45.939	-55.197	14.730	4.038	16.303	65.825	0.000	996.600	31.650	393.167	377.200	2013	10	4	19	18	23
steinhoff	45.939	-55.197	14.720	4.038	16.303	65.825	0.000	995.900	31.640	393.167	377.400	2013	10	4	19	19	22
steinhoff	45.941	-55.185	14.720	4.038	16.303	65.825	0.000	996.300	31.640	393.167	377.200	2013	10	4	19	20	20
steinhoff	45.941	-55.185	14.700	4.038	16.303	65.825	0.000	996.400	31.650	393.167	376.800	2013	10	4	19	21	19
steinhoff	45.941	-55.185	14.670	4.038	16.303	65.825	0.000	996.100	31.660	393.167	376.800	2013	10	4	19	22	18
steinhoff	45.944	-55.172	14.640	4.038	16.303	65.825	0.000	996.300	31.670	393.167	376.600	2013	10	4	19	23	17
steinhoff	45.944	-55.172	14.610	4.038	16.303	65.825	0.000	996.600	31.680	393.167	376.100	2013	10	4	19	24	16
steinhoff	45.946	-55.160	14.570	4.038	16.303	65.825	0.000	996.200	31.700	393.167	374.700	2013	10	4	19	25	15
steinhoff	45.946	-55.160	14.540	4.038	16.303	65.825	0.000	995.800	31.710	393.167	374.500	2013	10	4	19	26	13
steinhoff	45.950	-55.148	14.500	4.038	16.303	65.825	0.000	995.900	31.710	393.167	374.700	2013	10	4	19	27	12
steinhoff	45.950	-55.148	14.460	4.038	16.303	65.825	0.000	995.900	31.700	393.167	375.300	2013	10	4	19	28	11
steinhoff	45.950	-55.148	14.440	4.038	16.303	65.825	0.000	995.900	31.730	393.167	376.100	2013	10	4	19	29	10
steinhoff	45.952	-55.135	14.420	4.038	16.303	65.825	0.000	996.300	31.750	393.167	376.300	2013	10	4	19	30	9
steinhoff	45.952	-55.135	14.400	4.038	16.303	65.825	0.000	995.800	31.750	393.167	376.700	2013	10	4	19	31	7
steinhoff	45.955	-55.123	14.380	4.038	16.303	65.825	0.000	996.100	31.740	393.167	377.300	2013	10	4	19	32	6
steinhoff	45.955	-55.123	14.360	4.038	16.303	65.825	0.000	996.400	31.730	393.167	377.600	2013	10	4	19	33	5
steinhoff	45.955	-55.123	14.340	4.038	16.303	65.825	0.000	995.800	31.720	393.167	377.500	2013	10	4	19	34	4
steinhoff	45.956	-55.110	14.310	4.038	16.303	65.825	0.000	996.200	31.730	393.167	376.900	2013	10	4	19	35	3
steinhoff	45.956	-55.110	14.280	4.038	16.303	65.825	0.000	996.300	31.730	393.167	375.800	2013	10	4	19	36	1
steinhoff	45.957	-55.097	14.250	4.038	16.303	65.825	0.000	996.400	31.750	393.167	375.600	2013	10	4	19	37	0
steinhoff	45.957	-55.097	14.220	4.038	16.303	65.825	0.000	996.600	31.750	393.167	376.000	2013	10	4	19	37	59
steinhoff	45.959	-55.084	14.190	4.038	16.303	65.825	0.000	996.600	31.750	393.167	376.700	2013	10	4	19	38	58
steinhoff	45.959	-55.084	14.160	4.038	16.303	65.825	0.000	996.200	31.750	393.167	377.300	2013	10	4	19	39	57
steinhoff	45.960	-55.072	14.140	4.038	16.303	65.825	0.000	996.400	31.740	393.167	377.600	2013	10	4	19	40	55
steinhoff	45.960	-55.072	14.110	4.038	16.303	65.825	0.000	996.300	31.740	393.167	377.400	2013	10	4	19	41	54
steinhoff	45.960	-55.072	14.090	4.038	16.303	65.825	0.000	996.400	31.730	393.167	376.800	2013	10	4	19	42	53
steinhoff	45.962	-55.059	14.080	4.038	16.303	65.825	0.000	995.900	31.730	393.167	376.100	2013	10	4	19	43	52
steinhoff	45.962	-55.059	14.070	4.038	16.303	65.825	0.000	996.400	31.720	393.167	375.100	2013	10	4	19	44	51
steinhoff	45.964	-55.046	14.060	4.038	16.303	65.825	0.000	996.400	31.720	393.167	374.300	2013	10	4	19	45	49
steinhoff	45.964	-55.046	14.050	4.038	16.303	65.825	0.000	996.700	31.710	393.167	374.000	2013	10	4	19	46	48
steinhoff	45.965	-55.033	14.040	4.038	16.303	65.825	0.000	996.100	31.710	393.167	374.000	2013	10	4	19	47	47
steinhoff	45.965	-55.033	14.030	4.038	16.303	65.825	0.000	996.300	31.700	393.167	374.300	2013	10	4	19	48	46
steinhoff	45.967	-55.021	14.030	4.038	16.303	65.825	0.000	996.700	31.690	393.167	374.100	2013	10	4	19	49	45
steinhoff	45.967	-55.021	14.030	4.038	16.303	65.825	0.000	996.400	31.680	393.167	373.900	2013	10	4	19	50	44
steinhoff	45.969	-55.008	14.030	4.038	16.303	65.825	0.000	996.300	31.670	393.167	374.600	2013	10	4	19	51	42
steinhoff	45.969	-55.008	14.030	4.038	16.303	65.825	0.000	995.900	31.670	393.167	375.600	2013	10	4	19	52	42
steinhoff	45.970	-54.995	14.040	4.121	16.982	69.982	0.000	996.200	31.670	393.166	376.000	2013	10	4	19	53	41
steinhoff	45.970	-54.995	14.040	4.121	16.982	69.982	0.000	995.800	31.660	393.166	375.900	2013	10	4	19	54	39
steinhoff	45.974	-54.970	14.110	4.121	16.982	69.982	0.000	995.900	31.630	393.166	372.600	2013	10	4	19	58	35
steinhoff	45.976	-54.957	14.150	4.121	16.982	69.982	0.000	995.700	31.600	393.166	371.700	2013	10	4	19	59	34
steinhoff	45.976	-54.957	14.190	4.121	16.982	69.982	0.000	996.100	31.600	393.166	370.800	2013	10	4	20	0	32
steinhoff	45.976	-54.957	14.230	4.121	16.982	69.982	0.000	995.800	31.570	393.166	370.700	2013	10	4	20	1	31
steinhoff	45.978	-54.945	14.270	4.121	16.982	69.982	0.000	996.800	31.560	393.166	369.500	2013	10	4	20	2	30
steinhoff	45.978	-54.945	14.300	4.121	16.982	69.982	0.000	996.200	31.530	393.166	368.800	2013	10	4	20	3	29
steinhoff	45.980	-54.932	14.320	4.121	16.982	69.982	0.000	996.200	31.540	393.166	368.700	2013	10	4	20	4	28
steinhoff	45.980	-54.932	14.330	4.121	16.982	69.982	0.000	996.100	31.570	393.166	368.700	2013	10	4	20	5	26
steinhoff	45.982	-54.919	14.330	4.121	16.982	69.982	0.000	996.400	31.580	393.166	368.400	2013	10	4	20	6	26
steinhoff	45.982	-54.919	14.320	4.121	16.982	69.982	0.000	996.200	31.600	393.166	367.600	2013	10	4	20	7	25
steinhoff	45.984	-54.907	14.300	4.121	16.982	69.982	0.000	995.700	31.630	393.166	367.000	2013	10	4	20	8	23
steinhoff	45.984	-54.907	14.290	4.121	16.982	69.982	0.000	995.900	31.650	393.166	366.400	2013	10	4	20	9	22
steinhoff	45.985	-54.894	14.280	4.121	16.982	69.982	0.000	996.200	31.670	393.166	365.900	2013	10	4	20	10	21
steinhoff	45.985	-54.894	14.280	4.121	16.982	69.982	0.000	995.800	31.670	393.166	365.700	2013	10	4	20	11	20
steinhoff	45.987	-54.881	14.270	4.121	16.982	69.982	0.000	996.300	31.680	393.166	365.700	2013	10	4	20	12	19
steinhoff	45.987	-54.881	14.270	4.121	16.982	69.982	0.000	996.300	31.670	393.166	365.500	2013	10	4	20	13	18
steinhoff	45.989	-54.868	14.270	4.121	16.982	69.982	0.000	996.700	31.670	393.166	364.800	2013	10	4	20	14	16
steinhoff	45.989	-54.868	14.270	4.121	16.982	69.982	0.000	995.800	31.660	393.166	363.800	2013	10	4	20	15	15
steinhoff	45.991	-54.856	14.270	4.121	16.982	69.982	0.000	995.900	31.660	393.166	362.800	2013	10	4	20	16	14
steinhoff	45.991	-54.856	14.260	4.121	16.982	69.982	0.000	996.100	31.650	393.166	361.000	2013	10	4	20	17	13
steinhoff	45.991	-54.856	14.260	4.121	16.982	69.982	0.000	995.800	31.650	393.166	359.400	2013	10	4	20	18	12
steinhoff	45.993	-54.843	14.260	4.121	16.982	69.982	0.000	995.500	31.640	393.166	358.300	2013	10	4	20	19	11
steinhoff	45.993	-54.843	14.250	4.121	16.982	69.982	0.000	995.500	31.640	393.166	358.300	2013	10	4	20	20	9
steinhoff	45.997	-54.818	14.240	4.121	16.982	69.982	0.000	995.700	31.630	393.166	362.000	2013	10	4	20	24	5
steinhoff	45.999	-54.805	14.240	4.121	16.982	69.982	0.000	995.700	31.620	393.166	362.300	2013	10	4	20	25	3
steinhoff	45.999	-54.805	14.250	4.121	16.982	69.982	0.000	995.500	31.610	393.166	362.400	2013	10	4	20	26	2
steinhoff	46.001	-54.793	14.260	3.895	15.172	59.096	0.000	995.600	31.600	393.166	362.100	2013	10	4	20	27	1
steinhoff	46.001	-54.793	14.270	3.895	15.172	59.096	0.000	995.600	31.600	393.166	362.000	2013	10	4	20	28	0
steinhoff	46.002	-54.780	14.280	3.895	15.172	59.096	0.000	995.900	31.590	393.166	361.700	2013	10	4	20	28	59
steinhoff	46.002	-54.780	14.290	3.895	15.172	59.096	0.000	995.600	31.580	393.166	361.300	2013	10	4	20	29	57
steinhoff	46.004	-54.767	14.290	3.895	15.172	59.096	0.000	995.500	31.580	393.166	361.300	2013	10	4	20	30	56
steinhoff	46.004	-54.767	14.300	3.895	15.172	59.096	0.000	995.800	31.580	393.166	361.300	2013	10	4	20	31	55
steinhoff	46.006	-54.754	14.310	3.895	15.172	59.096	0.000	995.500	31.570	393.166	361.400	2013	10	4	20	32	54
steinhoff	46.006	-54.754	14.330	3.895	15.172	59.096	0.000	995.200	31.570	393.166	361.600	2013	10	4	20	33	53
steinhoff	46.008	-54.742	14.340	4.021	16.172	65.036	0.000	995.500	31.560	393.165	361.300	2013	10	4	20	34	52
steinhoff	46.008	-54.742	14.350	4.021	16.172	65.036	0.000	995.600	31.560	393.165	360.600	2013	10	4	20	35	50
steinhoff	46.010	-54.729	14.350	4.021	16.172	65.036	0.000	995.500	31.560	393.165	359.800	2013	10	4	20	36	49
steinhoff	46.010	-54.729	14.350	4.021	16.172	65.036	0.000	995.300	31.570	393.165	359.300	2013	10	4	20	37	48
steinhoff	46.013	-54.704	14.300	4.021	16.172	65.036	0.000	994.800	31.630	393.165	358.200	2013	10	4	20	41	54
steinhoff	46.015	-54.691	14.280	4.021	16.172	65.036	0.000	995.300	31.650	393.165	358.000	2013	10	4	20	42	52
steinhoff	46.015	-54.691	14.240	4.021	16.172	65.036	0.000	995.000	31.660	393.165	358.400	2013	10	4	20	43	51
steinhoff	46.017	-54.678	14.200	4.021	16.172	65.036	0.000	995.300	31.680	393.165	358.700	2013	10	4	20	44	50
steinhoff	46.017	-54.678	14.160	4.021	16.172	65.036	0.000	995.700	31.700	393.165	358.100	2013	10	4	20	45	49
steinhoff	46.019	-54.666	14.120	4.021	16.172	65.036	0.000	994.800	31.730	393.165	357.900	2013	10	4	20	46	48
steinhoff	46.019	-54.666	14.090	4.021	16.172	65.036	0.000	995.000	31.740	393.165	357.900	2013	10	4	20	47	46
steinhoff	46.021	-54.653	14.050	4.021	16.172	65.036	0.000	994.700	31.740	393.165	358.300	2013	10	4	20	48	45
steinhoff	46.021	-54.653	14.010	4.021	16.172	65.036	0.000	995.000	31.750	393.165	358.400	2013	10	4	20	49	44
steinhoff	46.023	-54.641	13.970	4.021	16.172	65.036	0.000	995.000	31.770	393.165	358.200	2013	10	4	20	50	43
steinhoff	46.023	-54.641	13.920	4.021	16.172	65.036	0.000	994.600	31.760	393.165	358.200	2013	10	4	20	51	42
steinhoff	46.025	-54.628	13.870	4.021	16.172	65.036	0.000	994.600	31.760	393.165	358.600	2013	10	4	20	52	40
steinhoff	46.025	-54.628	13.820	4.021	16.172	65.036	0.000	994.500	31.770	393.165	359.000	2013	10	4	20	53	39
steinhoff	46.026	-54.615	13.750	4.021	16.172	65.036	0.000	995.000	31.770	393.165	359.000	2013	10	4	20	54	38
steinhoff	46.026	-54.615	13.690	4.021	16.172	65.036	0.000	995.300	31.800	393.165	358.800	2013	10	4	20	55	38
steinhoff	46.028	-54.602	13.630	4.021	16.172	65.036	0.000	995.100	31.820	393.165	358.600	2013	10	4	20	56	37
steinhoff	46.028	-54.602	13.580	4.021	16.172	65.036	0.000	995.000	31.830	393.165	358.100	2013	10	4	20	57	36
