expocode	Date/Time	Latitude	Longitude	Depth water [m]	Temp [C]	Sal interp	PPPP interp [hPa]	Bathy depth interp/grid [m]	Distance [km]	xCO2air_interp_[umol_per_mol]	fCO2water_SST_wet [uatm]	Algorithm	Flag [#]	windspeed	wind_moment2	wind_moment3	year	month	day	hour	minute	second	Temp [C]_copy	nan_col_sal	nan_col_pressure	nan_col_pressure_equ
Ostergarnsholm	2015-01-28 10:00:00	57.4233	18.9944	0	3.0	35	1000.6	24	53	404.541	580.163	8	2	14.446130731330657	208.69069310669602	3014.773035031336	2015	1	28	10	0	0	3.0			
Ostergarnsholm	2015-01-28 10:30:00	57.4233	18.9944	0	3.02	35	1000.6	24	53	404.541	577.475	8	2	14.446130731330657	208.69069310669602	3014.773035031336	2015	1	28	10	30	0	3.02			
Ostergarnsholm	2015-01-28 11:00:00	57.4233	18.9944	0	3.06	35	1000.6	24	53	404.541	571.302	8	2	14.446130731330657	208.69069310669602	3014.773035031336	2015	1	28	11	0	0	3.06			
Ostergarnsholm	2015-01-28 11:30:00	57.4233	18.9944	0	3.06	35	1000.6	24	53	404.541	567.9159999999999	8	2	14.446130731330657	208.69069310669602	3014.773035031336	2015	1	28	11	30	0	3.06			
Ostergarnsholm	2015-01-28 12:00:00	57.4233	18.9944	0	3.04	35	1000.6	24	53	404.541	562.638	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	12	0	0	3.04			
Ostergarnsholm	2015-01-28 12:30:00	57.4233	18.9944	0	3.02	35	994.6	24	53	404.541	554.286	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	12	30	0	3.02			
Ostergarnsholm	2015-01-28 13:00:00	57.4233	18.9944	0	3.0	35	994.6	24	53	404.541	548.809	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	13	0	0	3.0			
Ostergarnsholm	2015-01-28 13:30:00	57.4233	18.9944	0	2.98	35	994.6	24	53	404.541	548.011	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	13	30	0	2.98			
Ostergarnsholm	2015-01-28 14:00:00	57.4233	18.9944	0	2.98	35	994.6	24	53	404.541	548.509	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	14	0	0	2.98			
Ostergarnsholm	2015-01-28 14:30:00	57.4233	18.9944	0	3.06	35	994.6	24	53	404.541	554.586	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	14	30	0	3.06			
Ostergarnsholm	2015-01-28 15:00:00	57.4233	18.9944	0	3.18	35	994.6	24	53	404.541	562.258	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	15	0	0	3.18			
Ostergarnsholm	2015-01-28 15:30:00	57.4233	18.9944	0	3.24	35	994.6	24	53	404.541	567.339	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	15	30	0	3.24			
Ostergarnsholm	2015-01-28 16:00:00	57.4233	18.9944	0	3.33	35	994.6	24	53	404.541	573.615	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	16	0	0	3.33			
Ostergarnsholm	2015-01-28 16:30:00	57.4233	18.9944	0	3.31	35	994.6	24	53	404.541	572.719	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	16	30	0	3.31			
Ostergarnsholm	2015-01-28 17:00:00	57.4233	18.9944	0	3.24	35	994.6	24	53	404.541	569.828	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	17	0	0	3.24			
Ostergarnsholm	2015-01-28 17:30:00	57.4233	18.9944	0	3.15	35	994.6	24	53	404.541	561.261	8	2	15.554085161088338	241.92956519838842	3762.993060080807	2015	1	28	17	30	0	3.15			
Ostergarnsholm	2015-01-28 18:00:00	57.4233	18.9944	0	3.09	35	994.6	24	53	404.541	551.5	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	18	0	0	3.09			
Ostergarnsholm	2015-01-28 18:30:00	57.4233	18.9944	0	3.06	35	986.3	24	53	404.541	546.738	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	18	30	0	3.06			
Ostergarnsholm	2015-01-28 19:00:00	57.4233	18.9944	0	3.09	35	986.3	24	53	404.541	545.0459999999999	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	19	0	0	3.09			
Ostergarnsholm	2015-01-28 19:30:00	57.4233	18.9944	0	3.15	35	986.3	24	53	404.541	546.342	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	19	30	0	3.15			
Ostergarnsholm	2015-01-28 20:00:00	57.4233	18.9944	0	3.24	35	986.3	24	53	404.541	550.528	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	20	0	0	3.24			
Ostergarnsholm	2015-01-28 20:30:00	57.4233	18.9944	0	3.38	35	986.3	24	53	404.541	560.2919999999999	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	20	30	0	3.38			
Ostergarnsholm	2015-01-28 21:00:00	57.4233	18.9944	0	3.46	35	986.3	24	53	404.541	565.672	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	21	0	0	3.46			
Ostergarnsholm	2015-01-28 21:30:00	57.4233	18.9944	0	3.35	35	986.3	24	53	404.541	555.212	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	21	30	0	3.35			
Ostergarnsholm	2015-01-28 22:00:00	57.4233	18.9944	0	3.31	35	986.3	24	53	404.541	551.924	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	22	0	0	3.31			
Ostergarnsholm	2015-01-28 22:30:00	57.4233	18.9944	0	3.24	35	986.3	24	53	404.541	547.64	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	22	30	0	3.24			
Ostergarnsholm	2015-01-28 23:00:00	57.4233	18.9944	0	3.2	35	986.3	24	53	404.541	544.5509999999999	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	23	0	0	3.2			
Ostergarnsholm	2015-01-28 23:30:00	57.4233	18.9944	0	3.15	35	986.3	24	53	404.541	540.2669999999999	8	2	13.149675625947834	172.91396906764658	2273.76260443473	2015	1	28	23	30	0	3.15			
Ostergarnsholm	2015-01-29 00:00:00	57.4233	18.9944	0	3.13	35	986.3	24	53	404.541	538.673	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	0	0	0	3.13			
Ostergarnsholm	2015-01-29 00:30:00	57.4233	18.9944	0	3.15	35	980.6	24	53	404.541	538.388	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	0	30	0	3.15			
Ostergarnsholm	2015-01-29 01:00:00	57.4233	18.9944	0	3.15	35	980.6	24	53	404.541	537.3919999999999	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	1	0	0	3.15			
Ostergarnsholm	2015-01-29 01:30:00	57.4233	18.9944	0	3.11	35	980.6	24	53	404.541	534.304	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	1	30	0	3.11			
Ostergarnsholm	2015-01-29 02:00:00	57.4233	18.9944	0	3.09	35	980.6	24	53	404.541	531.116	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	2	0	0	3.09			
Ostergarnsholm	2015-01-29 02:30:00	57.4233	18.9944	0	3.09	35	980.6	24	53	404.541	529.523	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	2	30	0	3.09			
Ostergarnsholm	2015-01-29 03:00:00	57.4233	18.9944	0	3.13	35	980.6	24	53	404.541	534.404	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	3	0	0	3.13			
Ostergarnsholm	2015-01-29 03:30:00	57.4233	18.9944	0	3.26	35	980.6	24	53	404.541	544.466	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	3	30	0	3.26			
Ostergarnsholm	2015-01-29 04:00:00	57.4233	18.9944	0	3.33	35	980.6	24	53	404.541	551.938	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	4	0	0	3.33			
Ostergarnsholm	2015-01-29 04:30:00	57.4233	18.9944	0	3.38	35	980.6	24	53	404.541	557.317	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	4	30	0	3.38			
Ostergarnsholm	2015-01-29 05:00:00	57.4233	18.9944	0	3.46	35	980.6	24	53	404.541	568.374	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	5	0	0	3.46			
Ostergarnsholm	2015-01-29 05:30:00	57.4233	18.9944	0	3.55	35	980.6	24	53	404.541	575.249	8	2	12.598101063169748	158.71215039783874	1999.4717106649694	2015	1	29	5	30	0	3.55			
Ostergarnsholm	2015-01-29 06:00:00	57.4233	18.9944	0	3.55	35	980.6	24	53	404.541	578.436	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	6	0	0	3.55			
Ostergarnsholm	2015-01-29 06:30:00	57.4233	18.9944	0	3.58	35	982.3	24	53	404.541	579.827	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	6	30	0	3.58			
Ostergarnsholm	2015-01-29 07:00:00	57.4233	18.9944	0	3.58	35	982.3	24	53	404.541	580.724	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	7	0	0	3.58			
Ostergarnsholm	2015-01-29 07:30:00	57.4233	18.9944	0	3.6	35	982.3	24	53	404.541	581.621	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	7	30	0	3.6			
Ostergarnsholm	2015-01-29 08:00:00	57.4233	18.9944	0	3.62	35	982.3	24	53	404.541	584.111	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	8	0	0	3.62			
Ostergarnsholm	2015-01-29 08:30:00	57.4233	18.9944	0	3.64	35	982.3	24	53	404.541	589.29	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	8	30	0	3.64			
Ostergarnsholm	2015-01-29 09:00:00	57.4233	18.9944	0	3.62	35	982.3	24	53	404.541	592.875	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	9	0	0	3.62			
Ostergarnsholm	2015-01-29 09:30:00	57.4233	18.9944	0	3.66	35	982.3	24	53	404.541	594.57	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	9	30	0	3.66			
Ostergarnsholm	2015-01-29 10:00:00	57.4233	18.9944	0	3.66	35	982.3	24	53	404.541	592.976	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	10	0	0	3.66			
Ostergarnsholm	2015-01-29 10:30:00	57.4233	18.9944	0	3.64	35	982.3	24	53	404.541	589.29	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	10	30	0	3.64			
Ostergarnsholm	2015-01-29 11:00:00	57.4233	18.9944	0	3.51	35	982.3	24	53	404.541	579.327	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	11	0	0	3.51			
Ostergarnsholm	2015-01-29 11:30:00	57.4233	18.9944	0	3.44	35	982.3	24	53	404.541	576.337	8	2	14.593592275463646	212.97293550247218	3108.0401864316955	2015	1	29	11	30	0	3.44			
Ostergarnsholm	2015-01-29 12:00:00	57.4233	18.9944	0	3.42	35	982.3	24	53	404.541	575.0419999999999	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	12	0	0	3.42			
Ostergarnsholm	2015-01-29 12:30:00	57.4233	18.9944	0	3.4	35	983.6	24	53	404.541	574.0419999999999	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	12	30	0	3.4			
Ostergarnsholm	2015-01-29 13:00:00	57.4233	18.9944	0	3.35	35	983.6	24	53	404.541	568.464	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	13	0	0	3.35			
Ostergarnsholm	2015-01-29 13:30:00	57.4233	18.9944	0	3.33	35	983.6	24	53	404.541	565.1759999999999	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	13	30	0	3.33			
Ostergarnsholm	2015-01-29 14:00:00	57.4233	18.9944	0	3.24	35	983.6	24	53	404.541	550.036	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	14	0	0	3.24			
Ostergarnsholm	2015-01-29 14:30:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	536.888	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	14	30	0	3.18			
Ostergarnsholm	2015-01-29 15:00:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	528.023	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	15	0	0	3.13			
Ostergarnsholm	2015-01-29 15:30:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	522.446	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	15	30	0	3.13			
Ostergarnsholm	2015-01-29 16:00:00	57.4233	18.9944	0	3.11	35	983.6	24	53	404.541	522.645	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	16	0	0	3.11			
Ostergarnsholm	2015-01-29 16:30:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	523.741	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	16	30	0	3.13			
Ostergarnsholm	2015-01-29 17:00:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	526.828	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	17	0	0	3.13			
Ostergarnsholm	2015-01-29 17:30:00	57.4233	18.9944	0	3.15	35	983.6	24	53	404.541	528.92	8	2	10.92930229333844	119.44964861917288	1305.5013185919968	2015	1	29	17	30	0	3.15			
Ostergarnsholm	2015-01-29 18:00:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	529.7180000000001	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	18	0	0	3.18			
Ostergarnsholm	2015-01-29 18:30:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.541	527.428	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	18	30	0	3.18			
Ostergarnsholm	2015-01-29 19:00:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.541	528.225	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	19	0	0	3.18			
Ostergarnsholm	2015-01-29 19:30:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.541	528.125	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	19	30	0	3.18			
Ostergarnsholm	2015-01-29 20:00:00	57.4233	18.9944	0	3.15	35	983.2	24	53	404.541	526.033	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	20	0	0	3.15			
Ostergarnsholm	2015-01-29 20:30:00	57.4233	18.9944	0	3.15	35	983.2	24	53	404.541	524.539	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	20	30	0	3.15			
Ostergarnsholm	2015-01-29 21:00:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	524.24	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	21	0	0	3.13			
Ostergarnsholm	2015-01-29 21:30:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	523.742	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	21	30	0	3.13			
Ostergarnsholm	2015-01-29 22:00:00	57.4233	18.9944	0	3.15	35	983.2	24	53	404.541	523.942	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	22	0	0	3.15			
Ostergarnsholm	2015-01-29 22:30:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	523.045	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	22	30	0	3.13			
Ostergarnsholm	2015-01-29 23:00:00	57.4233	18.9944	0	3.15	35	983.2	24	53	404.541	522.747	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	23	0	0	3.15			
Ostergarnsholm	2015-01-29 23:30:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.541	525.138	8	2	9.58897608794633	91.9484624152065	881.691607422847	2015	1	29	23	30	0	3.18			
Ostergarnsholm	2015-01-30 00:00:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.541	526.134	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	0	0	0	3.18			
Ostergarnsholm	2015-01-30 00:30:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	525.436	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	0	30	0	3.18			
Ostergarnsholm	2015-01-30 01:00:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	525.0369999999999	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	1	0	0	3.18			
Ostergarnsholm	2015-01-30 01:30:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	524.34	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	1	30	0	3.18			
Ostergarnsholm	2015-01-30 02:00:00	57.4233	18.9944	0	3.15	35	983.6	24	53	404.541	523.941	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	2	0	0	3.15			
Ostergarnsholm	2015-01-30 02:30:00	57.4233	18.9944	0	3.18	35	983.6	24	53	404.541	523.643	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	2	30	0	3.18			
Ostergarnsholm	2015-01-30 03:00:00	57.4233	18.9944	0	3.15	35	983.6	24	53	404.541	523.6419999999999	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	3	0	0	3.15			
Ostergarnsholm	2015-01-30 03:30:00	57.4233	18.9944	0	3.15	35	983.6	24	53	404.541	522.845	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	3	30	0	3.15			
Ostergarnsholm	2015-01-30 04:00:00	57.4233	18.9944	0	3.15	35	983.6	24	53	404.541	522.049	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	4	0	0	3.15			
Ostergarnsholm	2015-01-30 04:30:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	521.65	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	4	30	0	3.13			
Ostergarnsholm	2015-01-30 05:00:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	521.55	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	5	0	0	3.13			
Ostergarnsholm	2015-01-30 05:30:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	521.451	8	2	8.343314372848267	69.61089472417648	580.7855784590492	2015	1	30	5	30	0	3.13			
Ostergarnsholm	2015-01-30 06:00:00	57.4233	18.9944	0	3.13	35	983.6	24	53	404.541	521.55	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	6	0	0	3.13			
Ostergarnsholm	2015-01-30 06:30:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	522.049	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	6	30	0	3.13			
Ostergarnsholm	2015-01-30 07:00:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	521.75	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	7	0	0	3.13			
Ostergarnsholm	2015-01-30 07:30:00	57.4233	18.9944	0	3.11	35	983.2	24	53	404.541	520.455	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	7	30	0	3.11			
Ostergarnsholm	2015-01-30 08:00:00	57.4233	18.9944	0	3.11	35	983.2	24	53	404.541	520.654	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	8	0	0	3.11			
Ostergarnsholm	2015-01-30 08:30:00	57.4233	18.9944	0	3.11	35	983.2	24	53	404.541	521.451	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	8	30	0	3.11			
Ostergarnsholm	2015-01-30 09:00:00	57.4233	18.9944	0	3.13	35	983.2	24	53	404.541	522.846	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	9	0	0	3.13			
Ostergarnsholm	2015-01-30 09:30:00	57.4233	18.9944	0	3.15	35	983.2	24	53	404.83	527.925	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	9	30	0	3.15			
Ostergarnsholm	2015-01-30 10:00:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.83	533.105	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	10	0	0	3.18			
Ostergarnsholm	2015-01-30 10:30:00	57.4233	18.9944	0	3.18	35	983.2	24	53	404.83	538.682	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	10	30	0	3.18			
Ostergarnsholm	2015-01-30 11:00:00	57.4233	18.9944	0	3.2	35	983.2	24	53	404.83	542.965	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	11	0	0	3.2			
Ostergarnsholm	2015-01-30 11:30:00	57.4233	18.9944	0	3.24	35	983.2	24	53	404.83	552.825	8	2	8.156103930825859	66.52203133043302	542.5606012206657	2015	1	30	11	30	0	3.24			
Ostergarnsholm	2015-01-30 12:00:00	57.4233	18.9944	0	3.26	35	983.2	24	53	404.83	558.901	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	12	0	0	3.26			
Ostergarnsholm	2015-01-30 12:30:00	57.4233	18.9944	0	3.29	35	981.1	24	53	404.83	564.384	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	12	30	0	3.29			
Ostergarnsholm	2015-01-30 13:00:00	57.4233	18.9944	0	3.31	35	981.1	24	53	404.83	567.572	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	13	0	0	3.31			
Ostergarnsholm	2015-01-30 13:30:00	57.4233	18.9944	0	3.31	35	981.1	24	53	404.83		0	9	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	13	30	0	3.31			
Ostergarnsholm	2015-01-30 14:00:00	57.4233	18.9944	0	3.31	35	981.1	24	53	404.83		0	9	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	14	0	0	3.31			
Ostergarnsholm	2015-01-30 14:30:00	57.4233	18.9944	0	3.33	35	981.1	24	53	404.83	489.792	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	14	30	0	3.33			
Ostergarnsholm	2015-01-30 15:00:00	57.4233	18.9944	0	3.33	35	981.1	24	53	404.83	514.889	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	15	0	0	3.33			
Ostergarnsholm	2015-01-30 15:30:00	57.4233	18.9944	0	3.33	35	981.1	24	53	404.83	522.059	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	15	30	0	3.33			
Ostergarnsholm	2015-01-30 16:00:00	57.4233	18.9944	0	3.35	35	981.1	24	53	404.83	534.7080000000001	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	16	0	0	3.35			
Ostergarnsholm	2015-01-30 16:30:00	57.4233	18.9944	0	3.35	35	981.1	24	53	404.83	545.065	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	16	30	0	3.35			
Ostergarnsholm	2015-01-30 17:00:00	57.4233	18.9944	0	3.35	35	981.1	24	53	404.83	545.563	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	17	0	0	3.35			
Ostergarnsholm	2015-01-30 17:30:00	57.4233	18.9944	0	3.38	35	981.1	24	53	404.83	544.768	8	2	6.569134846421659	43.15353263047131	283.48137494902323	2015	1	30	17	30	0	3.38			
Ostergarnsholm	2015-01-30 18:00:00	57.4233	18.9944	0	3.38	35	981.1	24	53	404.83	544.768	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	18	0	0	3.38			
Ostergarnsholm	2015-01-30 18:30:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	544.677	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	18	30	0	3.4			
Ostergarnsholm	2015-01-30 19:00:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	543.98	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	19	0	0	3.4			
Ostergarnsholm	2015-01-30 19:30:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	544.179	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	19	30	0	3.4			
Ostergarnsholm	2015-01-30 20:00:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	544.776	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	20	0	0	3.4			
Ostergarnsholm	2015-01-30 20:30:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	545.075	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	20	30	0	3.4			
Ostergarnsholm	2015-01-30 21:00:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	546.1709999999999	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	21	0	0	3.4			
Ostergarnsholm	2015-01-30 21:30:00	57.4233	18.9944	0	3.42	35	977.5	24	53	404.83	546.57	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	21	30	0	3.42			
Ostergarnsholm	2015-01-30 22:00:00	57.4233	18.9944	0	3.4	35	977.5	24	53	404.83	546.1709999999999	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	22	0	0	3.4			
Ostergarnsholm	2015-01-30 22:30:00	57.4233	18.9944	0	3.42	35	977.5	24	53	404.83	546.47	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	22	30	0	3.42			
Ostergarnsholm	2015-01-30 23:00:00	57.4233	18.9944	0	3.42	35	977.5	24	53	404.83	546.57	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	23	0	0	3.42			
Ostergarnsholm	2015-01-30 23:30:00	57.4233	18.9944	0	3.42	35	977.5	24	53	404.83	546.1709999999999	8	2	9.740709872512715	94.88142882046668	924.2124704296323	2015	1	30	23	30	0	3.42			
Ostergarnsholm	2015-01-31 00:00:00	57.4233	18.9944	0	3.46	35	977.5	24	53	404.83	545.874	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	0	0	0	3.46			
Ostergarnsholm	2015-01-31 00:30:00	57.4233	18.9944	0	3.46	35	975.4	24	53	404.83	545.48	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	0	30	0	3.46			
Ostergarnsholm	2015-01-31 01:00:00	57.4233	18.9944	0	3.44	35	975.4	24	53	404.83	544.981	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	1	0	0	3.44			
Ostergarnsholm	2015-01-31 01:30:00	57.4233	18.9944	0	3.44	35	975.4	24	53	404.83	544.882	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	1	30	0	3.44			
Ostergarnsholm	2015-01-31 02:00:00	57.4233	18.9944	0	3.46	35	975.4	24	53	404.83	545.58	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	2	0	0	3.46			
Ostergarnsholm	2015-01-31 02:30:00	57.4233	18.9944	0	3.46	35	975.4	24	53	404.83	544.982	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	2	30	0	3.46			
Ostergarnsholm	2015-01-31 03:00:00	57.4233	18.9944	0	3.49	35	975.4	24	53	404.83	545.979	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	3	0	0	3.49			
Ostergarnsholm	2015-01-31 03:30:00	57.4233	18.9944	0	3.49	35	975.4	24	53	404.83	546.576	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	3	30	0	3.49			
Ostergarnsholm	2015-01-31 04:00:00	57.4233	18.9944	0	3.49	35	975.4	24	53	404.83	547.274	8	2	12.042951675834175	145.03268506647717	1746.6216176720611	2015	1	31	4	0	0	3.49			
